,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
5140,3.00E+07,Universal Pictures,USA,Sam Raimi,Horror,42100625,Drag Me to Hell,PG-13,29/05/2009,99,6.6,Alison Lohman,166655,Sam Raimi,2009
5141,5.00E+07,Universal Pictures,UK,Richard Curtis,Comedy,7994115,Pirate Radio,R,13/11/2009,135,7.4,Philip Seymour Hoffman,95825,Richard Curtis,2009
5142,2.60E+07,Gaumont,Canada,Vincenzo Natali,Drama,16999046,Splice: experimento mortal,R,04/06/2010,104,5.8,Adrien Brody,83205,Vincenzo Natali,2009
5143,3.50E+07,Sketch Films,USA,Patrick Tatopoulos,Action,45802315,Underworld: Rise of the Lycans,R,23/01/2009,92,6.6,Rhona Mitra,132542,Danny McBride,2009
5144,2.00E+07,Lionsgate,Australia,Michael Spierig,Action,30101577,La hermandad,R,08/01/2010,98,6.5,Ethan Hawke,110514,Michael Spierig,2009
5145,1.75E+08,DreamWorks Animation,USA,Rob Letterman,Animation,198351526,Monsters vs. Aliens,PG,27/03/2009,94,6.5,Reese Witherspoon,123919,Maya Forbes,2009
5146,2.60E+07,Columbia Pictures,USA,Steve Carr,Action,20819129,Paul Blart: Mall Cop,PG,16/01/2009,91,5.2,Kevin James,89303,Kevin James,2009
5147,1.00E+08,Columbia Pictures,USA,Tony Scott,Action,65452312,The Taking of Pelham 123,R,12/06/2009,106,6.4,Denzel Washington,160641,Brian Helgeland,2009
5148,3.90E+07,New Line Cinema,USA,Robert Schwentke,Drama,63414846,The Time Traveler's Wife,PG-13,14/08/2009,107,7.1,Eric Bana,122959,Bruce Joel Rubin,2009
5149,5.00E+07,Summit Entertainment,USA,Alex Proyas,Drama,79957634,Knowing,PG-13,20/03/2009,121,6.2,Nicolas Cage,197063,Ryne Douglas Pearson,2009
5150,7.00E+06,Focus Features,USA,Ethan Coen,Comedy,9190525,A Serious Man,R,06/11/2009,106,7,Michael Stuhlbarg,110208,Joel Coen,2009
5151,1.00E+08,Columbia Pictures,USA,Phil Lord,Animation,124870275,Cloudy with a Chance of Meatballs,PG,18/09/2009,90,7,Anna Faris,167156,Phil Lord,2009
5152,2.50E+07,BBC Films,USA,Grant Heslov,Comedy,32416109,The Men Who Stare at Goats,R,06/11/2009,94,6.2,Ewan McGregor,114722,Jon Ronson,2009
5153,6.00E+06,Fox Atomic,USA,Zach Cregger,Comedy,4542775,Miss March,R,13/03/2009,90,5,Zach Cregger,19111,Zach Cregger,2009
5155,1.60E+07,Warner Bros.,USA,Richard Kelly,Drama,15045676,The Box,PG-13,06/11/2009,115,5.6,Cameron Diaz,80381,Richard Kelly,2009
5156,6.00E+06,LD Entertainment,USA,Marcus Dunstan,Horror,7706394,The Collector,R,31/07/2009,90,6.4,Josh Stewart,47291,Patrick Melton,2009
5157,6.00E+07,Warner Bros.,USA,Clint Eastwood,Biography,37491364,Invictus,PG-13,11/12/2009,134,7.4,Morgan Freeman,132427,Anthony Peckham,2009
5159,1.50E+08,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,177243721,Night at the Museum: Battle of the Smithsonian,PG,22/05/2009,105,5.9,Ben Stiller,143636,Robert Ben Garant,2009
5160,1.00E+08,Universal Pictures,USA,Brad Silberling,Adventure,49438370,Land of the Lost,PG-13,05/06/2009,102,5.4,Will Ferrell,54864,Chris Henchy,2009
5161,2.60E+07,Paramount Vantage,USA,Christian Alvart,Horror,13248477,Case 39,R,01/10/2010,109,6.2,Renée Zellweger,65254,Ray Wright,2009
5162,8.50E+07,Universal Pictures,USA,Nancy Meyers,Comedy,112735375,It's Complicated,R,25/12/2009,100,6.6,Meryl Streep,74245,Nancy Meyers,2009
5163,1.00E+08,Warner Bros.,Germany,Spike Jonze,Adventure,77233467,Donde viven los monstruos,PG,16/10/2009,101,6.8,Max Records,91833,Spike Jonze,2009
5164,2.00E+07,Lionsgate,USA,Mark Neveldine,Action,13630226,Crank: High Voltage,R,17/04/2009,96,6.2,Jason Statham,121567,Mark Neveldine,2009
5165,7.00E+06,Fox Searchlight Pictures,USA,Scott Cooper,Drama,39462438,Crazy Heart,R,05/02/2010,112,7.3,Jeff Bridges,73161,Scott Cooper,2009
5166,1.60E+07,Rogue Pictures,USA,David S. Goyer,Drama,42670410,The Unborn,PG-13,09/01/2009,88,4.8,Odette Annable,44283,David S. Goyer,2009
5167,3.50E+07,DreamWorks,Germany,Thor Freudenthal,Comedy,73034460,Hotel para perros,PG,16/01/2009,100,5.4,Emma Roberts,17784,Jeff Lowell,2009
5168,3.00E+07,It's a Laugh Productions,USA,Peter Chelsom,Comedy,79566871,Hannah Montana: The Movie,G,10/04/2009,102,4.3,Miley Cyrus,34118,Dan Berendsen,2009
5170,7.00E+07,Mod Producciones,Spain,Alejandro Amenábar,Adventure,617840,Agora,R,10/09/2010,127,7.2,Rachel Weisz,56850,Alejandro Amenábar,2009
5171,2.00E+07,Screen Gems,USA,Steve Shill,Drama,68261644,Obsessed,PG-13,24/04/2009,108,4.9,Beyoncé Knowles,24499,David Loughery,2009
5174,4.20E+07,Universal Pictures,USA,Larry Charles,Comedy,60054530,Brüno,R,10/07/2009,81,5.8,Sacha Baron Cohen,125840,Sacha Baron Cohen,2009
5175,1.00E+07,Universal Pictures,USA,Olatunde Osunsanmi,Mystery,25464480,The Fourth Kind,PG-13,06/11/2009,98,5.9,Milla Jovovich,66304,Olatunde Osunsanmi,2009
5177,4.00E+07,Warner Bros.,Germany,James McTeigue,Action,38105077,Ninja Assassin,R,25/11/2009,99,6.4,Rick Yune,60987,Matthew Sand,2009
5179,1.50E+07,Sony Pictures Classics,USA,Woody Allen,Comedy,5306447,Whatever Works,PG-13,03/07/2009,93,7.2,Evan Rachel Wood,62933,Woody Allen,2009
5180,3.50E+07,Warner Bros.,USA,Dominic Sena,Action,10275638,Whiteout,R,11/09/2009,101,5.5,Kate Beckinsale,33530,Jon Hoeber,2009
5182,2.20E+07,Paramount Pictures,USA,George Gallo,Comedy,723714,Middle Men,R,06/08/2010,105,6.6,Luke Wilson,33978,George Gallo,2009
5184,18500000,Warner Bros.,USA,Ricky Gervais,Comedy,18439082,The Invention of Lying,PG-13,02/10/2009,100,6.4,Ricky Gervais,99595,Ricky Gervais,2009
5185,8.00E+06,Ternion Pictures,USA,Mike Judge,Comedy,10814185,Extract,R,04/09/2009,92,6.2,Jason Bateman,39493,Mike Judge,2009
5186,9.00E+07,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,196573705,Ice Age: Dawn of the Dinosaurs,PG,01/07/2009,94,7,Ray Romano,182575,Peter Ackerman,2009
5189,7.50E+07,Fox 2000 Pictures,USA,Betty Thomas,Animation,219614612,Alvin and the Chipmunks: The Squeakquel,PG,23/12/2009,88,4.5,Jason Lee,34731,Jon Vitti,2009
5190,1.40E+07,Rogue,USA,David Twohy,Adventure,15483540,A Perfect Getaway,R,07/08/2009,98,6.5,Milla Jovovich,59667,David Twohy,2009
5191,1.50E+07,Mandate Pictures,USA,Drew Barrymore,Drama,13043363,Whip It,PG-13,02/10/2009,111,6.9,Ellen Page,58138,Shauna Cross,2009
5192,2.00E+08,Walt Disney Pictures,USA,Robert Zemeckis,Animation,137855863,A Christmas Carol,PG,06/11/2009,96,6.8,Jim Carrey,80819,Robert Zemeckis,2009
5194,5.00E+07,Columbia Pictures,USA,Tom Tykwer,Action,25450527,The International,R,13/02/2009,118,6.5,Clive Owen,83114,Eric Warren Singer,2009
5196,3.50E+07,Walt Disney Pictures,USA,Walt Becker,Comedy,49492060,Old Dogs,PG,25/11/2009,100,5.4,Robin Williams,32674,David Diamond,2009
5199,8.00E+06,Stage 6 Films,USA,Troy Duffy,Action,10269307,The Boondock Saints II: All Saints Day,R,11/12/2009,118,6.3,Sean Patrick Flanery,55823,Troy Duffy,2009
5200,1.70E+07,Millennium Films,USA,Antoine Fuqua,Crime,27154426,Brooklyn's Finest,R,05/03/2010,132,6.7,Richard Gere,55183,Michael C. Martin,2009
5201,2900000,Destination Films,USA,Scott Sanders,Action,228477,Black Dynamite,R,13/01/2010,84,7.4,Arsenio Hall,38535,Michael Jai White,2009
5202,2.20E+07,Warner Bros.,USA,Steven Soderbergh,Comedy,33313582,The Informant!,R,18/09/2009,108,6.5,Matt Damon,55457,Scott Z. Burns,2009
5203,1.80E+07,De Line Pictures,USA,Jody Hill,Comedy,23993605,Observe and Report,R,10/04/2009,86,5.8,Seth Rogen,54428,Jody Hill,2009
5204,1.30E+07,EuropaCorp,France,Glenn Ficarra,Biography,2035566,Una pareja dispareja,R,07/01/2011,102,6.6,Jim Carrey,82466,John Requa,2009
5205,1.50E+07,Fox 2000 Pictures,USA,Phil Traill,Comedy,33860010,All About Steve,PG-13,04/09/2009,99,4.8,Sandra Bullock,34902,Kim Barker,2009
5206,1700000,Magnolia Pictures,USA,Steven Soderbergh,Drama,695417,The Girlfriend Experience,R,08/07/2009,77,5.5,Sasha Grey,14416,David Levien,2009
5207,1.80E+07,Metro-Goldwyn-Mayer (MGM),USA,Kevin Tancharoen,Comedy,22455510,Fame,PG,25/09/2009,107,5,Kelsey Grammer,14706,Allison Burnett,2009
5208,1.80E+07,Fox Atomic,Canada,Chris Columbus,Comedy,14793904,"I Love You, Beth Cooper",PG-13,10/07/2009,102,5.3,Hayden Panettiere,29845,Larry Doyle,2009
5209,1.80E+07,Dimension Films,USA,Miguel Arteta,Comedy,15281286,Youth in Revolt,R,08/01/2010,90,6.5,Michael Cera,67707,Gustin Nash,2009
5211,6.00E+07,Universal Pictures,USA,Tony Gilroy,Comedy,40572825,Duplicity,PG-13,20/03/2009,125,6.2,Julia Roberts,43170,Tony Gilroy,2009
5212,1.70E+07,Focus Features,USA,Sam Mendes,Comedy,9451946,Away We Go,R,26/06/2009,98,7.1,John Krasinski,47589,Dave Eggers,2009
5213,3900000,The Weinstein Company,USA,Kyle Newman,Adventure,688529,Fanboys,PG-13,13/02/2009,100,6.6,Dan Fogler,51872,Ernest Cline,2009
5214,7300000,Marv Films,UK,Daniel Barber,Action,1818681,Harry Brown,R,14/05/2010,103,7.2,Michael Caine,77350,Gary Young,2009
5215,8.00E+06,Lionsgate,USA,Jonas Elmer,Comedy,16734283,New in Town,PG,30/01/2009,97,5.6,Renée Zellweger,18623,Ken Rance,2009
5218,2.00E+07,Millennium Films,USA,Werner Herzog,Crime,1697956,Bad Lieutenant: Port of Call New Orleans,R,11/12/2009,122,6.7,Nicolas Cage,67565,William M. Finkelstein,2009
5219,5.00E+06,CJ Entertainment,South Korea,Chan-wook Park,Drama,296441,Thirst,R,09/07/2010,133,7.2,Kang-ho Song,33954,Seo-kyeong Jeong,2009
5220,1.60E+07,House Row Productions,USA,Stewart Hendler,Horror,11956207,Sorority Row,R,11/09/2009,101,5.1,Briana Evigan,25255,Josh Stolberg,2009
5221,6.00E+07,DreamWorks,UK,Joe Wright,Biography,31670931,The Soloist,PG-13,24/04/2009,117,6.7,Jamie Foxx,45900,Susannah Grant,2009
5222,4500000,Lleju Productions,USA,Agnieszka Wojtowicz-Vosloo,Drama,108229,After.Life,R,24/06/2011,100,5.9,Christina Ricci,32597,Agnieszka Wojtowicz-Vosloo,2009
5224,8.00E+05,Euforia Film,Norway,Tommy Wirkola,Comedy,41709,Dead Snow,NOT RATED,09/01/2009,100,6.3,Jeppe Beck Laursen,57777,Tommy Wirkola,2009
5230,4.50E+07,Twentieth Century Fox Film Corporation,USA,John Schultz,Animation,25200412,Aliens in the Attic,PG,31/07/2009,86,5.4,Ashley Tisdale,17909,Mark Burton,2009
5232,1.80E+07,Hyde Park Entertainment,Canada,Andrzej Bartkowiak,Action,8742261,Street Fighter: La leyenda,PG-13,27/02/2009,96,3.7,Kristin Kreuk,20580,Justin Marks,2009
5234,2.10E+07,Miramax,USA,Kirk Jones,Adventure,8855646,Everybody's Fine,PG-13,04/12/2009,100,7.2,Robert De Niro,52792,Kirk Jones,2009
5235,1.50E+08,Jerry Bruckheimer Films,USA,Hoyt Yeatman,Animation,119436770,G-Force,PG,24/07/2009,88,5.1,Will Arnett,35516,Cormac Wibberley,2009
5236,1.80E+07,Universal Pictures,USA,Brandon Camp,Drama,22927390,Love Happens,PG-13,18/09/2009,100,5.6,Jennifer Aniston,27008,Brandon Camp,2009
5238,4.00E+07,Warner Bros.,USA,Robert Rodriguez,Comedy,20916309,Shorts,PG,21/08/2009,89,4.8,Jimmy Bennett,5645,Robert Rodriguez,2009
5239,1.90E+07,The Weinstein Company,USA,Wayne Kramer,Crime,454149,Crossing Over,R,24/07/2009,113,6.8,Harrison Ford,20514,Wayne Kramer,2009
5240,5.00E+06,Echo Lake Entertainment,USA,Derrick Borte,Drama,1474508,The Joneses,R,23/04/2010,96,6.5,Demi Moore,35116,Randy T. Dinzler,2009
5241,7.00E+07,Metro-Goldwyn-Mayer (MGM),USA,Harald Zwart,Adventure,35922978,The Pink Panther 2,PG,06/02/2009,92,5.6,Steve Martin,35845,Scott Neustadter,2009
5244,6.50E+07,Imagi Animation Studios,Hong Kong,David Bowers,Animation,19548064,Astro Boy,PG,23/10/2009,94,6.3,Freddie Highmore,27771,Osamu Tezuka,2009
5245,7.00E+07,Ilion Animation Studios,Spain,Jorge Blanco,Animation,42086887,Planeta 51,PG,20/11/2009,91,6.1,Dwayne Johnson,43788,Javier Abad,2009
5247,5.80E+07,Columbia Pictures,USA,Marc Lawrence,Comedy,29580087,Did You Hear About the Morgans?,PG-13,18/12/2009,100,4.8,Hugh Grant,31604,Marc Lawrence,2009
5248,2.30E+07,Bill Kenwright Films,UK,Stephen Frears,Comedy,2708188,Chéri,R,17/07/2009,100,6.2,Michelle Pfeiffer,9380,Christopher Hampton,2009
5250,2.20E+07,Fox Atomic,USA,Renny Harlin,Action,12232937,12 Rounds,PG-13,27/03/2009,108,5.6,John Cena,24250,Daniel Kunka,2009
5251,4.00E+07,Fox Searchlight Pictures,USA,Mira Nair,Adventure,14241034,Amelia,PG,23/10/2009,111,5.8,Hilary Swank,10609,Ronald Bass,2009
5252,1.80E+07,Universal Pictures International (UPI),Spain,Pedro Almodóvar,Drama,5014305,Broken Embraces,R,15/01/2010,127,7.2,Penélope Cruz,33400,Pedro Almodóvar,2009
5253,3.00E+07,Focus Features,USA,Ang Lee,Biography,7443007,Taking Woodstock,R,28/08/2009,120,6.7,Demetri Martin,25866,James Schamus,2009
5256,1.00E+07,Columbia Pictures Corporation,UK,Tom Hooper,Biography,449558,The Damned United,R,27/03/2009,98,7.6,Colm Meaney,34976,Peter Morgan,2009
5257,3500000,Insight Film Releasing,Canada,Peter Stebbings,Comedy,44462,Defendor,R,13/05/2010,101,6.8,Woody Harrelson,32840,Peter Stebbings,2009
5258,2.70E+07,Screen Gems,USA,Nimród Antal,Action,15988876,Armored,PG-13,04/12/2009,88,5.7,Columbus Short,27251,James V. Simpson,2009
5259,1.50E+07,Millennium Films,USA,Brian Koppelman,Comedy,4360548,Solitary Man,R,25/06/2010,90,6.4,Michael Douglas,14100,Brian Koppelman,2009
5261,1.70E+07,26 Films,USA,Donald Petrie,Comedy,8662318,My Life in Ruins,PG-13,05/06/2009,98,5.9,Nia Vardalos,16145,Mike Reiss,2009
5262,6.00E+06,CineSon Entertainment,USA,Raymond De Felitta,Comedy,6670712,City Island,PG-13,30/04/2010,104,7.4,Andy Garcia,28292,Raymond De Felitta,2009
5263,8.00E+05,CinemaNX,UK,J Blakeson,Crime,166980,The Disappearance of Alice Creed,R,30/04/2010,100,6.8,Gemma Arterton,22135,J Blakeson,2009
5266,8.00E+06,Belladonna Productions,USA,Julio DePietro,Comedy,100503,The Good Guy,R,19/02/2010,100,5.9,Alexis Bledel,8288,Julio DePietro,2009
5267,4.00E+06,Blank of the Dead Productions,USA,George A. Romero,Comedy,101740,Survival of the Dead,R,06/05/2010,90,4.9,Alan Van Sprang,18336,George A. Romero,2009
5268,6500000,Oscilloscope,USA,Oren Moverman,Drama,66637,The Messenger,R,04/12/2009,113,7.2,Ben Foster,30893,Alessandro Camon,2009
5271,7500000,K5 International,USA,Aaron Schneider,Drama,9176553,Get Low,PG-13,27/08/2010,103,7.1,Robert Duvall,19987,Chris Provenzano,2009
5272,1.20E+07,Wayfare Entertainment,Ireland,Neil Jordan,Drama,548934,Ondine,PG-13,06/04/2011,111,6.8,Colin Farrell,17919,Neil Jordan,2009
5273,5.00E+06,American Zoetrope,USA,Francis Ford Coppola,Drama,518522,Tetro,R,23/09/2011,127,6.9,Vincent Gallo,11077,Mauricio Kartun,2009
5276,1.00E+07,Middle Fork Productions,USA,Richard Harrah,Thriller,1785,The Canyon,R,23/10/2009,100,5.9,Eion Bailey,3453,Steve Allrich,2009
5277,1.30E+07,"Tyler Perry Company, The",USA,Tyler Perry,Comedy,51733921,I Can Do Bad All by Myself,PG-13,11/09/2009,100,4.2,Tyler Perry,8640,Tyler Perry,2009
5279,3.00E+06,Tax Credit Finance,USA,Francesca Gregorini,Drama,5005,Tanner Hall,R,15/01/2015,96,5.9,Rooney Mara,2545,Tatiana von Furstenberg,2009
5280,2.50E+07,Autonomous Films,USA,Peter Hyams,Crime,32409,Beyond a Reasonable Doubt,PG-13,10/09/2010,106,5.9,Jesse Metcalfe,11153,Peter Hyams,2009
5281,1.60E+08,Warner Bros.,USA,Christopher Nolan,Action,292576195,Inception,PG-13,16/07/2010,148,8.8,Leonardo DiCaprio,1629342,Christopher Nolan,2010
5282,1.30E+07,Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,106954678,Black Swan,R,17/12/2010,108,8,Natalie Portman,594148,Mark Heyman,2010
5283,6.00E+07,Universal Pictures,USA,Edgar Wright,Action,31494270,Scott Pilgrim vs. the World,PG-13,13/08/2010,112,7.5,Michael Cera,302029,Michael Bacall,2010
5284,8.00E+07,Paramount Pictures,USA,Martin Scorsese,Mystery,128012934,Shutter Island,R,19/02/2010,138,8.1,Leonardo DiCaprio,883895,Laeta Kalogridis,2010
5286,3.00E+07,Marv Films,UK,Matthew Vaughn,Action,48071303,Kick-Ass,R,16/04/2010,117,7.7,Aaron Taylor-Johnson,465530,Jane Goldman,2010
5287,2.00E+07,DreamWorks,USA,Jim Field Smith,Comedy,31584722,She's Out of My League,R,12/03/2010,100,6.4,Jay Baruchel,107464,Sean Anders,2010
5288,1.25E+08,Warner Bros.,USA,Louis Leterrier,Action,163214888,Clash of the Titans,PG-13,02/04/2010,106,5.8,Sam Worthington,241875,Travis Beacham,2010
5289,6800000,micro_scope,Canada,Denis Villeneuve,Drama,6857096,Incendies,R,29/07/2011,131,8.2,Lubna Azabal,97935,Denis Villeneuve,2010
5290,1500000,Alliance Films,USA,James Wan,Horror,54009150,Insidious,PG-13,01/04/2011,103,6.8,Patrick Wilson,226632,Leigh Whannell,2010
5291,4.00E+07,Columbia Pictures,USA,David Fincher,Biography,96962694,The Social Network,PG-13,01/10/2010,120,7.7,Jesse Eisenberg,521956,Aaron Sorkin,2010
5292,6.90E+07,Universal Pictures,USA,Pierre Coffin,Animation,251513985,Despicable Me,PG,09/07/2010,95,7.7,Steve Carell,422190,Cinco Paul,2010
5293,3.70E+07,Warner Bros.,USA,Ben Affleck,Crime,92186262,The Town,R,17/09/2010,125,7.6,Ben Affleck,299626,Peter Craig,2010
5294,2.60E+08,Walt Disney Animation Studios,USA,Nathan Greno,Animation,200821936,Tangled,PG,24/11/2010,100,7.8,Mandy Moore,325621,Dan Fogelman,2010
5295,9.50E+07,Fox 2000 Pictures,UK,Chris Columbus,Adventure,88761720,Percy Jackson & the Olympians: The Lightning Thief,PG,12/02/2010,118,5.9,Logan Lerman,152255,Craig Titley,2010
5296,1.50E+07,See-Saw Films,UK,Tom Hooper,Biography,138797449,The King's Speech,R,25/12/2010,118,8,Colin Firth,544927,David Seidler,2010
5297,8.00E+06,Screen Gems,USA,Will Gluck,Comedy,58401464,Easy A,PG-13,17/09/2010,92,7.1,Emma Stone,301623,Bert V. Royal,2010
5298,2.00E+08,Paramount Pictures,USA,Jon Favreau,Action,312433331,Iron Man 2,PG-13,07/05/2010,124,7,Robert Downey Jr.,571416,Justin Theroux,2010
5299,3.00E+07,Fox 2000 Pictures,USA,Edward Zwick,Comedy,32367005,Love & Other Drugs,R,24/11/2010,112,6.7,Jake Gyllenhaal,154701,Charles Randolph,2010
5300,1.70E+08,Walt Disney Pictures,USA,Joseph Kosinski,Action,172062763,TRON: Legacy,PG,17/12/2010,100,6.8,Jeff Bridges,278124,Edward Kitsis,2010
5301,2.60E+07,Bold Films,USA,Scott Stewart,Action,40168080,Legion,R,22/01/2010,100,5.2,Paul Bettany,85724,Peter Schink,2010
5302,2.00E+08,Walt Disney Pictures,USA,Tim Burton,Adventure,334191110,Alice in Wonderland,PG,05/03/2010,108,6.5,Mia Wasikowska,331389,Linda Woolverton,2010
5303,3.80E+07,Paramount Pictures,USA,Ethan Coen,Adventure,171243005,True Grit,PG-13,22/12/2010,110,7.6,Jeff Bridges,259855,Joel Coen,2010
5304,3.50E+07,New Line Cinema,USA,Samuel Bayer,Horror,63075011,A Nightmare on Elm Street,R,30/04/2010,95,5.2,Jackie Earle Haley,79930,Wesley Strick,2010
5305,5.80E+07,Summit Entertainment,USA,Robert Schwentke,Action,90380162,RED,PG-13,15/10/2010,111,7.1,Bruce Willis,254554,Jon Hoeber,2010
5306,8.00E+07,Alcon Entertainment,USA,Albert Hughes,Action,94835059,The Book of Eli,R,15/01/2010,118,6.9,Denzel Washington,246433,Gary Whitta,2010
5307,1.00E+08,New Line Cinema,USA,Michael Patrick King,Comedy,95347692,Sex and the City 2,R,27/05/2010,146,4.4,Sarah Jessica Parker,63699,Michael Patrick King,2010
5308,1.10E+08,Twentieth Century Fox Film Corporation,USA,Joe Carnahan,Action,77222099,The A-Team,PG-13,11/06/2010,117,6.8,Liam Neeson,222505,Joe Carnahan,2010
5309,1.17E+08,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,76423035,Knight and Day,PG-13,23/06/2010,109,6.3,Tom Cruise,157815,Patrick O'Neill,2010
5310,2.00E+08,Walt Disney Pictures,USA,Lee Unkrich,Animation,415004880,Toy Story 3,G,18/06/2010,103,8.3,Tom Hanks,603472,John Lasseter,2010
5311,3500000,Incentive Filmed Entertainment,USA,Derek Cianfrance,Drama,9737892,Blue Valentine,R,28/01/2011,112,7.4,Ryan Gosling,154714,Derek Cianfrance,2010
5312,2.00E+06,Cinetel Films,USA,Steven R. Monroe,Crime,93051,I Spit on Your Grave,R,04/03/2011,108,6.3,Sarah Butler,61717,Adam Rockoff,2010
5313,1.65E+08,DreamWorks Animation,USA,Dean DeBlois,Animation,217581231,How to Train Your Dragon,PG,26/03/2010,98,8.1,Jay Baruchel,538360,William Davies,2010
5314,1.60E+07,Summit Entertainment,USA,Allen Coulter,Drama,19068240,Remember Me,PG-13,12/03/2010,113,7.2,Robert Pattinson,121432,Will Fetters,2010
5315,2.00E+08,Walt Disney Pictures,USA,Mike Newell,Action,90759676,Prince of Persia: The Sands of Time,PG-13,28/05/2010,116,6.6,Jake Gyllenhaal,237542,Boaz Yakin,2010
5317,2.50E+07,Closest to the Hole Productions,USA,David O. Russell,Biography,93617009,The Fighter,R,17/12/2010,116,7.8,Mark Wahlberg,294996,Scott Silver,2010
5318,1.50E+07,DNA Films,UK,Mark Romanek,Drama,2434652,Never Let Me Go,R,15/10/2010,103,7.2,Keira Knightley,118784,Kazuo Ishiguro,2010
5319,8.00E+07,Columbia Pictures,USA,Dennis Dugan,Comedy,162001186,Grown Ups,PG-13,25/06/2010,102,6,Adam Sandler,194404,Adam Sandler,2010
5320,3.50E+07,Universal Pictures,UK,Susanna White,Comedy,29197642,Nanny McPhee Returns,PG,20/08/2010,109,6.1,Emma Thompson,21695,Emma Thompson,2010
5321,2.00E+07,Twisted Pictures,Canada,Kevin Greutert,Horror,45710178,Saw 3D: The Final Chapter,R,29/10/2010,90,5.6,Tobin Bell,74021,Patrick Melton,2010
5323,2.00E+08,Universal Pictures,USA,Ridley Scott,Action,105269730,Robin Hood,PG-13,14/05/2010,140,6.7,Russell Crowe,224548,Brian Helgeland,2010
5324,1.10E+08,Columbia Pictures,USA,Phillip Noyce,Action,118311368,Salt,PG-13,23/07/2010,100,6.4,Angelina Jolie,259831,Kurt Wimmer,2010
5325,8.00E+07,Millennium Films,USA,Sylvester Stallone,Action,103068524,The Expendables,R,13/08/2010,103,6.5,Sylvester Stallone,288429,Dave Callaham,2010
5326,1.50E+08,Paramount Pictures,USA,M. Night Shyamalan,Action,131564731,The Last Airbender,PG,01/07/2010,103,4.2,Noah Ringer,127467,M. Night Shyamalan,2010
5327,3.80E+07,Josephson Entertainment,USA,Greg Berlanti,Comedy,53374681,Life as We Know It,PG-13,08/10/2010,100,6.6,Katherine Heigl,103763,Ian Deitchman,2010
5328,5.50E+07,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,98711404,Date Night,PG-13,09/04/2010,88,6.3,Steve Carell,135458,Josh Klausner,2010
5329,5.50E+07,Screen Gems,USA,Steve Antin,Drama,39440655,Burlesque,PG-13,24/11/2010,119,6.4,Cher,65689,Steve Antin,2010
